CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE,salinity_index,SEMAFORO_Amarillo,SEMAFORO_Rojo,SEMAFORO_Verde,contaminant_count
DLBAJ54,POZO NO.VII R(ANTES A.P. VII),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.29474,24.13871,2020,115.44,Media,736.0,Buena para riego,405.4,Excelente para riego,Potable - Dulce,0.2072,Baja,153.1838,Potable - Dura,1.1,Potable - Excelente,8.085917,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.02559050453896271,False,False,True,0
DLBAJ68,POZO NO. 197-A,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.35254,24.099,2020,178.71,Alta,1011.0,Permisible para riego,556.6,Cultivos sensibles,Potable - Dulce,0.2,Baja,213.144,Potable - Dura,1.1,Potable - Excelente,2.136936,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.03642447595165794,False,False,True,0
DLBAJ69,POZO NO. 145,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.33359,24.08122,2020,162.06,Alta,4960.0,Indeseable para riego,3299.0,Cultivos tolerantes,Salobres,0.2,Baja,1541.785,Muy dura e indeseable usos industrial y domestico,4352.0,Contaminada,6.361578,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0288,Potable - Excelente,1.419,Sin efectos en la salud - Puede dar color al agua,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,CF,FE,",SI,NO,NO,NO,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,0.23543738960062632,False,True,False,7
DLBAJ70,POZO NO. XII (ANTES A.P. XII),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.30773,24.08008,2020,208.68,Alta,2860.0,Dudosa para riego,27215.8,Indeseable para riego,Salinas,0.3848,Baja,672.4172,Muy dura e indeseable usos industrial y domestico,63.0,Buena calidad,5.869769,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0071,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.008,Potable - Excelente,0.4969,Sin efectos en la salud - Puede dar color al agua,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,FE,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,NO,0.21825744205618322,True,False,False,6
DLBAJ71,A.P. NO. X,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.31538,24.05496,2020,170.94,Alta,2004.0,Dudosa para riego,1433.8,Cultivos con manejo especial,Ligeramente salobres,0.2781,Baja,606.767,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,7.321045,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0655,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.09246335388338751,True,False,False,3
DLBAJ72,POZO NO. XI (ANTES A.P. XI),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.31963,24.04636,2020,138.75,Media,2105.0,Dudosa para riego,1780.0,Cultivos con manejo especial,Ligeramente salobres,0.2,Baja,616.714,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,7.406388,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.002,Potable - Excelente,0.0863,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.09656008010643953,True,False,False,3
DLBAJ73,POZO NO. XVII,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.32825,24.0301,2020,163.17,Alta,712.0,Buena para riego,453.4,Excelente para riego,Potable - Dulce,0.2,Baja,198.94,Potable - Dura,1.1,Potable - Excelente,2.785682,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0644,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.029377027649020167,False,False,True,0
DLBAJ74,POZO NO. XXII (ANTES A.P. XXII),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.32911,24.01131,2020,150.96,Alta,680.0,Buena para riego,404.8,Excelente para riego,Potable - Dulce,0.2,Baja,179.046,Potable - Dura,350.0,Aceptable,2.808599,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.05,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.026854693989590752,False,False,True,0
DLBAJ75,POZO NO. XXIV (ANTES A.P. XXIV),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.351111,23.992694,2020,230.88,Alta,805.0,Permisible para riego,471.0,Excelente para riego,Potable - Dulce,0.226,Baja,230.7704,Potable - Dura,1.1,Potable - Excelente,2.378314,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0465,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.03392071213212192,False,False,True,0
DLBAJ76,POZO NO. XXVI (ANTES A.P. XXVI),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.372139,23.97425,2020,222.0,Alta,974.0,Permisible para riego,535.6,Cultivos sensibles,Potable - Dulce,0.3068,Baja,230.7704,Potable - Dura,1.1,Potable - Excelente,1.824558,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.05,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.03722352327155408,False,False,True,0
DLBAJ77,POZO NO. 378-R,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.37261,24.05342,2020,168.72,Alta,3690.0,Indeseable para riego,2421.2,Cultivos tolerantes,Salobres,0.2,Baja,1145.4,Muy dura e indeseable usos industrial y domestico,5794.0,Contaminada,18.525663,No apta como FAAP,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0578,Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,CF,NO3,",SI,NO,NO,NO,SI,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,0.17416937628468024,False,True,False,7
DLBAJ79,POZO CLAVE 42,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.92619,23.96589,2020,66.6,Baja,3380.0,Indeseable para riego,2884.6,Cultivos tolerantes,Salobres,0.2,Baja,835.548,Muy dura e indeseable usos industrial y domestico,313.0,Aceptable,9.016116,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0036,Potable - Excelente,0.1404,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.14322548631280577,True,False,False,5
DLBAJ80,POZO CLAVE 14-R,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.90588,23.96004,2020,144.3,Media,4920.0,Indeseable para riego,3160.8,Cultivos tolerantes,Salobres,0.2229,Baja,1310.73,Muy dura e indeseable usos industrial y domestico,86.0,Buena calidad,21.157155,No apta como FAAP,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0229,Potable - Excelente,1.079,Sin efectos en la salud - Puede dar color al agua,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,FE,NO3,",SI,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,NO,0.21383915752812807,False,True,False,7
DLBAJ81,POZO CLAVE 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.89282,23.96127,2020,229.77,Alta,3380.0,Indeseable para riego,1861.0,Cultivos con manejo especial,Ligeramente salobres,0.8119,Potable - Optima,616.714,Muy dura e indeseable usos industrial y domestico,1421.0,Contaminada,3.106493,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0028,Potable - Excelente,0.0602,Potable - Excelente,Rojo,"CONDUC,DT,CF,",SI,NO,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,0.11982875617297324,False,True,False,4
DLBAJ82,POZO CLAVE 35R,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.91576,23.93433,2020,155.4,Alta,1134.0,Permisible para riego,530.2,Cultivos sensibles,Potable - Dulce,0.7515,Potable - Optima,151.392,Potable - Dura,1.1,Potable - Excelente,6.633247,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0055,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.03310023973198648,False,False,True,0
DLBAJ83,POZO CLAVE 91,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.96126,23.94544,2020,127.65,Media,748.0,Buena para riego,258.3333,Excelente para riego,Potable - Dulce,0.4462,Media,75.696,Potable - Moderadamente suave,1.1,Potable - Excelente,0.834827,Potable - Excelente,0.0569,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.026,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.018395768015861107,False,True,False,2
DLBAJ91,POZO NO. 5 PIDER,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,POZO,-109.705375,23.315977,2020,144.3,Media,597.0,Buena para riego,363.0,Excelente para riego,Potable - Dulce,0.3728,Baja,199.8992,Potable - Dura,10.0,Buena calidad,1.217581,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0023,Potable - Excelente,0.0388,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.02702544654484287,False,False,True,0
DLBAJ92,POZO SAN BERNABE,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,POZO,-109.69954,23.14838,2020,85.47,Media,266.0,Buena para riego,249.2,Excelente para riego,Potable - Dulce,0.2664,Baja,91.0432,Potable - Moderadamente suave,1.1,Potable - Excelente,2.752412,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0025,Potable - Excelente,0.0607,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.011036042104079052,False,False,True,0
DLBAJ93,POZO JAVIER ARAMBURO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,POZO,-109.697542,23.06715,2020,202.02,Alta,1469.0,Permisible para riego,682.8,Cultivos sensibles,Potable - Dulce,2.2275,Alta,184.0656,Potable - Dura,14136.0,Fuertemente contaminada,2.146111,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0096,Potable - Excelente,0.0257,Potable - Excelente,Rojo,"FLUO,CF,",SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,0.042619982410466835,False,True,False,3
DLCAM217M1,POZO DEL SISTEMA DE AGUA POTABLE DE CANDELARIA-CAMPECHE,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,PENINSULA DE YUCATAN,POZO,-91.04672,18.1868,2020,316.11,Alta,2119.0,Dudosa para riego,1408.0,Cultivos con manejo especial,Ligeramente salobres,0.9497,Potable - Optima,747.99,Muy dura e indeseable usos industrial y domestico,40.0,Buena calidad,0.526,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.00425,Potable - Excelente,0.15967,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.10684615835577364,True,False,False,3
DLCAM225,POZO DEL SISTEMA DE AGUA POTABLE DE CHULBAC,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.55914,19.74566,2020,145.16,Media,3404.0,Indeseable para riego,2386.0,Cultivos tolerantes,Salobres,0.2482,Baja,777.89,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,5.4536,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.15314,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.1365639081013956,True,False,False,5
DLCAM226,POZO 1 ORIENTE DE LA GALERIA FILTRANTE DE CHINA,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.49801,19.77364,2020,199.5,Alta,1591.0,Permisible para riego,1054.0,Cultivos con manejo especial,Ligeramente salobres,0.2655,Baja,729.83,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,3.0816,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.26019,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.09431292590481537,True,False,False,2
DLCAM227,POZO DEL SISTEMA DE AGUA POTABLE DE UAYAMON,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.42225,19.65788,2020,278.86,Alta,766.0,Permisible para riego,514.0,Cultivos sensibles,Potable - Dulce,0.3207,Baja,305.22,Potable - Dura,1.1,Potable - Excelente,1.0098,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0061,Potable - Excelente,0.2531,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.039940208850143426,False,False,True,0
DLCAM228,POZO DEL SISTEMA DE AGUA POTABLE DE SEYBAPLAYA,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,PENINSULA DE YUCATAN,POZO,-90.65317,19.63013,2020,261.67,Alta,2404.0,Dudosa para riego,1572.0,Cultivos con manejo especial,Ligeramente salobres,0.3284,Baja,781.55,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,4.0016,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.2197,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.11559049859256017,True,False,False,3
DLCAM230,POZO DEL SISTEMA DE AGUA POTABLE DE VILLA MADERO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,PENINSULA DE YUCATAN,POZO,-90.70225,19.52958,2020,291.28,Alta,5791.0,Indeseable para riego,3606.0,Cultivos tolerantes,Salobres,0.6042,Media,580.24,Muy dura e indeseable usos industrial y domestico,40.0,Buena calidad,3.1708,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.2695,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.16708147046099972,True,False,False,5
DLCAM233,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ULUMAL,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,PENINSULA DE YUCATAN,POZO,-90.62253,19.27276,2020,245.44,Alta,1366.0,Permisible para riego,907.0,Cultivos sensibles,Potable - Dulce,0.9832,Potable - Optima,955.22,Muy dura e indeseable usos industrial y domestico,40.0,Buena calidad,1.1968,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.2799,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.10948778555080307,True,False,False,2
DLCAM244,POZO DEL SISTEMA DE AGUA POTABLE DE ALFREDO V. BONFIL,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.17564,19.52199,2020,267.4,Alta,957.0,Permisible para riego,638.0,Cultivos sensibles,Potable - Dulce,0.2462,Baja,376.96,Potable - Dura,1.1,Potable - Excelente,2.1879,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0091,Potable - Excelente,0.2901,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.05018831890922929,False,False,True,0
DLCAM245,POZO DEL SISTEMA DE AGUA POTABLE DE PUEBLO NUEVO,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.12211,19.74728,2020,309.42,Alta,1332.0,Permisible para riego,878.0,Cultivos sensibles,Potable - Dulce,0.6138,Media,475.64,Potable - Dura,1.1,Potable - Excelente,2.6617,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.1986,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.06658665707662266,False,False,True,0
DLCAM246,POZO 6 DEL SISTEMA DE AGUA POTABLE DE HOPELCHEN,PENINSULA DE YUCATAN,CAMPECHE,HOPELCHEN,PENINSULA DE YUCATAN,POZO,-89.85167,19.74251,2020,319.93,Alta,1211.0,Permisible para riego,803.0,Cultivos sensibles,Potable - Dulce,1.658,Alta,315.78,Potable - Dura,1.1,Potable - Excelente,1.0291,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0104,Potable - Excelente,0.13971,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.05004802813945495,False,True,False,2
DLCAM247,POZO 3 DEL SISTEMA DE AGUA POTABLE DE BOLONCHEN DE REJON,PENINSULA DE YUCATAN,CAMPECHE,HOPELCHEN,PENINSULA DE YUCATAN,POZO,-89.74793,20.00898,2020,300.83,Alta,1751.0,Permisible para riego,1158.0,Cultivos con manejo especial,Ligeramente salobres,1.4981,Potable - Optima,584.19,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,0.838,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.1399,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.0848068797361166,True,False,False,2
DLCAM248,POZO DEL SISTEMA DE AGUA POTABLE DE NOHALAL,PENINSULA DE YUCATAN,CAMPECHE,HECELCHAKAN,PENINSULA DE YUCATAN,POZO,-89.90955,20.10319,2020,305.6,Alta,1802.0,Permisible para riego,1191.0,Cultivos con manejo especial,Ligeramente salobres,1.7838,Alta,722.34,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,1.4103,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.2499,Potable - Excelente,Rojo,"FLUO,DT,",SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.09800656589911137,False,True,False,3
DLCAM249,POZO 1 DEL SISTEMA DE AGUA POTABLE DE HECELCHAKAN,PENINSULA DE YUCATAN,CAMPECHE,HECELCHAKAN,PENINSULA DE YUCATAN,POZO,-90.1235,20.1959,2020,296.05,Alta,2266.0,Dudosa para riego,1485.0,Cultivos con manejo especial,Ligeramente salobres,0.4265,Media,659.18,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,5.4816,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.00493,Potable - Excelente,0.025,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.10199398018128253,True,False,False,3
DLCAM250,POZO DEL SISTEMA DE AGUA POTABLE DE POMUCH,PENINSULA DE YUCATAN,CAMPECHE,HECELCHAKAN,PENINSULA DE YUCATAN,POZO,-90.16612,20.14573,2020,279.82,Alta,2762.0,Dudosa para riego,1777.0,Cultivos con manejo especial,Ligeramente salobres,0.5588,Media,951.28,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,4.3521,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.01431,Potable - Excelente,0.025,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.1377887044936883,True,False,False,3
DLCAM251,POZO 3 DEL SISTEMA DE AGUA POTABLE DE TENABO,PENINSULA DE YUCATAN,CAMPECHE,TENABO,PENINSULA DE YUCATAN,POZO,-90.22615,20.02983,2020,241.62,Alta,2486.0,Dudosa para riego,1595.0,Cultivos con manejo especial,Ligeramente salobres,0.828,Potable - Optima,832.86,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,2.1409,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.12167111445213735,True,False,False,3
DLCAM252,POZO DEL SISTEMA DE AGUA POTABLE DE DZITBALCHE,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,PENINSULA DE YUCATAN,POZO,-90.059102,20.321355,2020,304.65,Alta,2595.0,Dudosa para riego,1699.0,Cultivos con manejo especial,Ligeramente salobres,0.489,Media,773.65,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,8.3893,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.002,Potable - Excelente,0.025,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.11884766374895328,True,False,False,3
